"","Year","day-month","excess_deaths","region","date","avg_max_temp","month","deaths_delta","cumdelta_deaths","temp_pctdelta","cumpctdelta_temp","time","id","id2","Intercept_1","Intercept_2","Intercept_3","Intercept_4","Intercept_5","Intercept_6","Intercept_7","Intercept_8","Intercept_9"
"76",2018,"09-Jun",10,"North East",2018-06-09,15.225,6,14,10,-7.3998986315256,-6.45143010879911,9,1,76,1,NA,NA,NA,NA,NA,NA,NA,NA
"77",2018,"09-Jun",0,"North West",2018-06-09,20.0583333333333,6,0,0,2.42553191489362,14.1004118856615,9,2,77,NA,1,NA,NA,NA,NA,NA,NA,NA
"78",2018,"09-Jun",16,"South East",2018-06-09,19.0441176470588,6,17,16,0.481067659838603,20.5786313631018,9,8,78,NA,NA,NA,NA,NA,NA,NA,1,NA
"79",2018,"09-Jun",20,"South West",2018-06-09,18.7722222222222,6,23,20,8.47512038523274,19.9725429763059,9,9,79,NA,NA,NA,NA,NA,NA,NA,NA,1
"80",2018,"09-Jun",19,"West Midlands",2018-06-09,16.495,6,23,19,-0.211736237144586,1.14115387660778,9,5,80,NA,NA,NA,NA,1,NA,NA,NA,NA
"81",2018,"09-Jun",10,"Yorkshire And The Humber",2018-06-09,15.955,6,5,10,10.9913043478261,2.8808614430789,9,3,81,NA,NA,1,NA,NA,NA,NA,NA,NA
"82",2018,"10-Jun",0,"East",2018-06-10,17.2107142857143,6,0,0,3.25691022069851,8.56754732839514,10,6,82,NA,NA,NA,NA,NA,1,NA,NA,NA
"83",2018,"10-Jun",0,"East Midlands",2018-06-10,17.5166666666667,6,0,0,14.2391304347826,14.4353307758423,10,4,83,NA,NA,NA,1,NA,NA,NA,NA,NA
"84",2018,"10-Jun",0,"London",2018-06-10,20.1666666666667,6,0,0,2.89115646258503,20.8018306123775,10,7,84,NA,NA,NA,NA,NA,NA,1,NA,NA
"85",2018,"10-Jun",2,"North East",2018-06-10,17.5916666666667,6,0,2,15.5446086480569,9.09317853925783,10,1,85,1,NA,NA,NA,NA,NA,NA,NA,NA
"86",2018,"10-Jun",0,"North West",2018-06-10,21.7666666666667,6,0,0,8.5168259243872,22.6172378100487,10,2,86,NA,1,NA,NA,NA,NA,NA,NA,NA
"87",2018,"10-Jun",3,"South East",2018-06-10,19.590625,6,0,3,2.86969111969112,23.4483224827929,10,8,87,NA,NA,NA,NA,NA,NA,NA,1,NA
"88",2018,"10-Jun",7,"South West",2018-06-10,19.9166666666667,6,0,7,6.09647824800237,26.0690212243083,10,9,88,NA,NA,NA,NA,NA,NA,NA,NA,1
"89",2018,"10-Jun",1,"West Midlands",2018-06-10,18.585,6,0,1,12.6705062140042,13.811660090612,10,5,89,NA,NA,NA,NA,1,NA,NA,NA,NA
"90",2018,"10-Jun",0,"Yorkshire And The Humber",2018-06-10,17.57,6,0,0,10.1222187402068,13.0030801832857,10,3,90,NA,NA,1,NA,NA,NA,NA,NA,NA
"91",2018,"11-Jun",6,"East",2018-06-11,20.0535714285714,6,31,6,16.5179497821125,25.0854971105076,11,6,91,NA,NA,NA,NA,NA,1,NA,NA,NA
"92",2018,"11-Jun",5,"East Midlands",2018-06-11,20.6611111111111,6,17,5,17.9511576276562,32.3864884034985,11,4,92,NA,NA,NA,1,NA,NA,NA,NA,NA
"93",2018,"11-Jun",0,"London",2018-06-11,21.6333333333333,6,0,0,7.27272727272726,28.0745578851047,11,7,93,NA,NA,NA,NA,NA,NA,1,NA,NA
"94",2018,"11-Jun",0,"North East",2018-06-11,18.4166666666667,6,0,0,4.68972051160587,13.7828990508637,11,1,94,1,NA,NA,NA,NA,NA,NA,NA,NA
"95",2018,"11-Jun",7,"North West",2018-06-11,19.375,6,28,7,-10.9877488514548,11.6294889585939,11,2,95,NA,1,NA,NA,NA,NA,NA,NA,NA
"96",2018,"11-Jun",6,"South East",2018-06-11,20.9352941176471,6,3,6,6.86383980933257,30.3121622921254,11,8,96,NA,NA,NA,NA,NA,NA,NA,1,NA
"97",2018,"11-Jun",15,"South West",2018-06-11,21.2,6,8,15,6.44351464435145,32.5125358686597,11,9,97,NA,NA,NA,NA,NA,NA,NA,NA,1
"98",2018,"11-Jun",0,"West Midlands",2018-06-11,20.76,6,0,0,11.7029862792575,25.5146463698695,11,5,98,NA,NA,NA,NA,1,NA,NA,NA,NA
"99",2018,"11-Jun",1,"Yorkshire And The Humber",2018-06-11,20.335,6,29,1,15.7370517928287,28.7401319761144,11,3,99,NA,NA,1,NA,NA,NA,NA,NA,NA
"100",2018,"12-Jun",0,"East",2018-06-12,17.925,6,0,0,-10.6144256455922,14.4710714649155,12,6,100,NA,NA,NA,NA,NA,1,NA,NA,NA
"101",2018,"12-Jun",0,"East Midlands",2018-06-12,17.3277777777778,6,0,0,-16.1333691852649,16.2531192182337,12,4,101,NA,NA,NA,1,NA,NA,NA,NA,NA
"102",2018,"12-Jun",0,"London",2018-06-12,18.3333333333333,6,0,0,-15.2542372881356,12.8203205969691,12,7,102,NA,NA,NA,NA,NA,NA,1,NA,NA
"103",2018,"12-Jun",6,"North East",2018-06-12,17.325,6,12,6,-5.92760180995476,7.85529724090894,12,1,103,1,NA,NA,NA,NA,NA,NA,NA,NA
"104",2018,"12-Jun",0,"North West",2018-06-12,17.85,6,0,0,-7.87096774193548,3.75852121665843,12,2,104,NA,1,NA,NA,NA,NA,NA,NA,NA
"105",2018,"12-Jun",0,"South East",2018-06-12,19.3352941176471,6,0,0,-7.64259623489743,22.669566057228,12,8,105,NA,NA,NA,NA,NA,NA,NA,1,NA
"106",2018,"12-Jun",0,"South West",2018-06-12,19.8388888888889,6,0,0,-6.42033542976939,26.0922004388903,12,9,106,NA,NA,NA,NA,NA,NA,NA,NA,1
"107",2018,"12-Jun",0,"West Midlands",2018-06-12,17.96,6,11,0,-13.4874759152216,12.0271704546479,12,5,107,NA,NA,NA,NA,1,NA,NA,NA,NA
"108",2018,"12-Jun",0,"Yorkshire And The Humber",2018-06-12,16.25,6,0,0,-20.0885173346447,8.65161464146971,12,3,108,NA,NA,1,NA,NA,NA,NA,NA,NA
"109",2018,"13-Jun",0,"East",2018-06-13,18.8892857142857,6,0,0,5.3795576808129,19.8506291457284,13,6,109,NA,NA,NA,NA,NA,1,NA,NA,NA
"110",2018,"13-Jun",8,"East Midlands",2018-06-13,19.0277777777778,6,15,8,9.81083680666882,26.0639560249025,13,4,110,NA,NA,NA,1,NA,NA,NA,NA,NA
"111",2018,"13-Jun",0,"London",2018-06-13,20.2166666666667,6,4,0,10.2727272727273,23.0930478696964,13,7,111,NA,NA,NA,NA,NA,NA,1,NA,NA
"112",2018,"13-Jun",0,"North East",2018-06-13,16.2833333333333,6,0,0,-6.012506012506,1.84279122840294,13,1,112,1,NA,NA,NA,NA,NA,NA,NA,NA
"113",2018,"13-Jun",0,"North West",2018-06-13,17.325,6,16,0,-2.94117647058823,0.817344746070201,13,2,113,NA,1,NA,NA,NA,NA,NA,NA,NA
"114",2018,"13-Jun",19,"South East",2018-06-13,18.646875,6,19,19,-3.56042744143596,19.1091386157921,13,8,114,NA,NA,NA,NA,NA,NA,NA,1,NA
"115",2018,"13-Jun",0,"South West",2018-06-13,18.8277777777778,6,0,0,-5.09661159339122,20.9955888454991,13,9,115,NA,NA,NA,NA,NA,NA,NA,NA,1
"116",2018,"13-Jun",0,"West Midlands",2018-06-13,18.985,6,0,0,5.70712694877505,17.734297403423,13,5,116,NA,NA,NA,NA,1,NA,NA,NA,NA
"117",2018,"13-Jun",12,"Yorkshire And The Humber",2018-06-13,18.655,6,13,12,14.8,23.4516146414697,13,3,117,NA,NA,1,NA,NA,NA,NA,NA,NA
"118",2018,"14-Jun",0,"East",2018-06-14,20.1928571428571,6,0,0,6.90111552278315,26.7517446685115,14,6,118,NA,NA,NA,NA,NA,1,NA,NA,NA
"119",2018,"14-Jun",0,"East Midlands",2018-06-14,18.9833333333333,6,0,0,-0.233576642335766,25.8303793825667,14,4,119,NA,NA,NA,1,NA,NA,NA,NA,NA
"120",2018,"14-Jun",0,"London",2018-06-14,20,6,0,0,-1.07172300082439,22.021324868872,14,7,120,NA,NA,NA,NA,NA,NA,1,NA,NA
"121",2018,"14-Jun",0,"North East",2018-06-14,16.3416666666667,6,0,0,0.358239508700104,2.20103073710304,14,1,121,1,NA,NA,NA,NA,NA,NA,NA,NA
"122",2018,"14-Jun",0,"North West",2018-06-14,17.2416666666667,6,0,0,-0.481000481000495,0.336344265069706,14,2,122,NA,1,NA,NA,NA,NA,NA,NA,NA
"123",2018,"14-Jun",3,"South East",2018-06-14,18.4794117647059,6,0,3,-0.898076676623392,18.2110619391687,14,8,123,NA,NA,NA,NA,NA,NA,NA,1,NA
"124",2018,"14-Jun",6,"South West",2018-06-14,17.9111111111111,6,7,6,-4.86869282974328,16.1268960157559,14,9,124,NA,NA,NA,NA,NA,NA,NA,NA,1
"125",2018,"14-Jun",17,"West Midlands",2018-06-14,18.315,6,39,17,-3.52910192257046,14.2051954808525,14,5,125,NA,NA,NA,NA,1,NA,NA,NA,NA
"126",2018,"14-Jun",35,"Yorkshire And The Humber",2018-06-14,18.09,6,23,35,-3.02867863843474,20.422936003035,14,3,126,NA,NA,1,NA,NA,NA,NA,NA,NA
"127",2018,"15-Jun",14,"East",2018-06-15,20.0535714285714,6,17,14,-0.689777148921126,26.0619675195904,15,6,127,NA,NA,NA,NA,NA,1,NA,NA,NA
"128",2018,"15-Jun",6,"East Midlands",2018-06-15,17.8277777777778,6,11,6,-6.0872110038045,19.7431683787622,15,4,128,NA,NA,NA,1,NA,NA,NA,NA,NA
"129",2018,"15-Jun",3,"London",2018-06-15,21.15,6,39,3,5.75000000000001,27.771324868872,15,7,129,NA,NA,NA,NA,NA,NA,1,NA,NA
"130",2018,"15-Jun",0,"North East",2018-06-15,14.875,6,11,0,-8.97501274859767,-6.77398201149462,15,1,130,1,NA,NA,NA,NA,NA,NA,NA,NA
"131",2018,"15-Jun",8,"North West",2018-06-15,15.1333333333333,6,10,8,-12.2281295311745,-11.8917852661048,15,2,131,NA,1,NA,NA,NA,NA,NA,NA,NA
"132",2018,"15-Jun",15,"South East",2018-06-15,19.653125,6,12,15,6.35146426866146,24.5625262078301,15,8,132,NA,NA,NA,NA,NA,NA,NA,1,NA
"133",2018,"15-Jun",0,"South West",2018-06-15,17.2555555555556,6,0,0,-3.66004962779156,12.4668463879643,15,9,133,NA,NA,NA,NA,NA,NA,NA,NA,1
"134",2018,"15-Jun",0,"West Midlands",2018-06-15,17.11,6,0,0,-6.57930657930657,7.62588890154593,15,5,134,NA,NA,NA,NA,1,NA,NA,NA,NA
"135",2018,"15-Jun",17,"Yorkshire And The Humber",2018-06-15,15.89,6,0,17,-12.1614151464898,8.26152085654521,15,3,135,NA,NA,1,NA,NA,NA,NA,NA,NA
"136",2018,"16-Jun
(heat-period)",0,"East",2018-06-16,19.0214285714286,6,0,0,-5.14692787177203,20.9150396478183,16,6,136,NA,NA,NA,NA,NA,1,NA,NA,NA
"137",2018,"16-Jun
(heat-period)",0,"East Midlands",2018-06-16,16.9388888888889,6,0,0,-4.98597693985665,14.7571914389056,16,4,137,NA,NA,NA,1,NA,NA,NA,NA,NA
"138",2018,"16-Jun
(heat-period)",10,"London",2018-06-16,19.1333333333333,6,7,10,-9.5350669818755,18.2362578869965,16,7,138,NA,NA,NA,NA,NA,NA,1,NA,NA
"139",2018,"16-Jun
(heat-period)",2,"North East",2018-06-16,13.2833333333333,6,4,2,-10.7002801120448,-17.4742621235394,16,1,139,1,NA,NA,NA,NA,NA,NA,NA,NA
"140",2018,"16-Jun
(heat-period)",45,"North West",2018-06-16,14.575,6,37,45,-3.68942731277533,-15.5812125788801,16,2,140,NA,1,NA,NA,NA,NA,NA,NA,NA
"141",2018,"16-Jun
(heat-period)",0,"South East",2018-06-16,18.3029411764706,6,0,0,-6.87007192764211,17.692454280188,16,8,141,NA,NA,NA,NA,NA,NA,NA,1,NA
"142",2018,"16-Jun
(heat-period)",0,"South West",2018-06-16,16.6333333333333,6,0,0,-3.60592401802963,8.86092236993467,16,9,142,NA,NA,NA,NA,NA,NA,NA,NA,1
"143",2018,"16-Jun
(heat-period)",29,"West Midlands",2018-06-16,16.13,6,32,29,-5.72764465225013,1.8982442492958,16,5,143,NA,NA,NA,NA,1,NA,NA,NA,NA
